escola;sexo;idade;endereco;tam_familia;status_pais;esc_mae;esc_pai;trab_mae;trab_pai;motivo_escola;responsavel;tempo_viagem;tempo_estudo;reprovacoes;apoio_escola;apoio_familia;aula_paga;atividades;creche;sup_desejado;internet;namoro;rel_familia;tempo_livre;sair_amigos;alcool_semana;alcool_fds;saude;faltas;nota1;nota2;nota_final
MS;F;17;R;GT3;T;3;1;outro;outro;curso;mae;2;2;3;0;1;0;1;0;1;1;1;5;4;4;1;1;5;2;7;9;10
MS;M;17;R;GT3;T;2;2;outro;outro;curso;mae;2;1;0;0;0;0;1;1;0;0;1;5;5;5;3;5;5;0;8;13;10
MS;M;18;R;GT3;T;1;0;casa;casa;curso;outro;3;1;1;1;1;0;0;1;1;0;0;4;3;2;1;1;4;0;12;12;13
MS;M;17;R;GT3;T;1;1;outro;servicos;curso;mae;2;1;0;0;1;0;1;0;1;1;1;4;5;5;1;3;2;0;10;9;10
MS;M;18;U;LE3;T;1;1;casa;casa;curso;mae;2;2;0;0;1;0;1;1;1;0;0;4;3;3;1;4;5;6;10;9;10
MS;F;16;R;LE3;T;2;2;outro;servicos;curso;pai;1;2;0;0;0;0;1;1;1;0;1;5;4;3;1;1;1;0;11;13;12
MS;M;17;U;GT3;T;2;2;outro;outro;curso;mae;1;1;1;0;0;0;1;1;1;0;1;1;2;1;2;3;5;0;7;0;0
MS;M;16;R;GT3;T;3;2;servicos;outro;curso;pai;2;1;0;0;0;0;0;1;1;1;0;4;5;5;2;3;5;2;11;9;10
MS;M;16;R;LE3;T;1;1;casa;outro;curso;mae;2;1;0;0;0;0;1;1;1;1;0;4;5;5;2;4;5;0;10;10;9
MS;M;18;R;GT3;T;1;1;servicos;outro;curso;outro;2;1;1;0;1;0;0;1;0;1;1;5;3;3;2;3;5;2;9;7;9
MS;M;18;R;GT3;T;3;2;servicos;outro;curso;mae;1;1;1;0;0;0;0;1;0;1;0;2;3;1;2;2;5;0;4;0;0
MS;M;19;U;GT3;T;3;2;casa;servicos;curso;mae;2;1;3;0;0;0;1;1;1;0;0;3;2;1;1;1;3;4;6;11;9
MS;M;18;U;GT3;T;3;3;casa;casa;curso;mae;1;2;2;0;1;0;1;1;0;1;0;4;4;5;1;3;3;9;4;8;8
MS;M;16;R;GT3;T;2;2;servicos;servicos;curso;mae;2;1;0;0;1;0;1;1;1;1;1;5;4;3;2;4;4;6;7;8;8
MS;M;19;U;GT3;T;2;1;casa;outro;curso;outro;2;1;3;0;0;0;1;0;0;1;1;4;4;3;1;3;5;4;8;9;9
MS;F;16;U;GT3;A;3;2;servicos;casa;curso;mae;2;2;2;0;1;0;1;1;1;0;1;2;5;5;1;1;1;8;5;5;7
MS;F;17;U;GT3;T;1;1;outro;casa;curso;mae;1;1;0;0;1;0;1;1;1;0;0;4;3;2;1;2;5;9;7;9;10
MS;M;20;R;GT3;T;1;1;outro;outro;curso;outro;2;1;1;0;1;0;0;1;0;1;1;4;4;3;2;4;4;12;8;11;10
MS;F;18;R;GT3;A;4;3;servicos;servicos;curso;mae;1;1;0;0;1;0;0;1;1;1;0;5;4;4;3;4;2;8;10;11;10
MS;M;18;R;GT3;T;3;2;outro;outro;curso;mae;2;1;0;0;1;0;0;0;1;1;0;2;5;5;5;5;5;8;9;10;11
MS;M;19;R;GT3;T;1;1;outro;servicos;casa;outro;3;2;1;0;0;0;0;1;1;1;0;5;4;4;3;3;2;8;10;9;11
MS;M;17;U;GT3;T;3;3;saude;outro;curso;mae;2;2;1;0;1;0;0;1;1;1;0;4;5;4;2;3;3;4;8;9;10
MS;M;18;U;LE3;T;1;3;casa;servicos;curso;mae;1;1;0;0;0;0;0;1;0;1;1;4;3;3;2;3;3;0;9;10;9
MS;M;19;R;GT3;T;1;1;outro;outro;casa;outro;3;1;1;0;1;0;0;1;1;1;0;4;4;4;3;3;5;4;8;9;10
MS;F;18;U;GT3;A;1;2;casa;outro;curso;mae;2;2;2;0;1;0;0;1;1;0;0;4;3;3;1;1;5;2;6;8;8
MS;F;19;U;LE3;A;1;1;casa;outro;curso;mae;1;1;0;0;1;0;0;1;0;0;0;1;4;4;1;1;5;0;6;8;7
MS;F;18;R;GT3;T;2;2;outro;outro;outro;mae;2;1;1;0;0;0;0;1;0;1;1;5;5;5;1;1;3;0;8;6;0
MS;F;17;R;GT3;T;0;0;casa;outro;curso;mae;2;1;0;0;1;0;0;1;1;1;0;4;4;3;1;1;5;0;10;11;11
MS;F;17;R;LE3;A;3;1;outro;casa;curso;outro;2;3;0;0;1;1;0;1;0;0;0;4;2;3;2;2;3;5;8;7;8
MS;F;17;U;GT3;T;4;2;professora;servicos;casa;mae;1;2;0;1;1;0;1;1;1;1;0;5;5;5;1;3;5;0;8;8;0
MS;F;18;R;LE3;T;2;2;servicos;servicos;curso;mae;1;2;1;0;1;0;1;1;1;1;0;2;3;3;1;2;4;3;7;6;8
MS;F;17;U;GT3;T;4;1;saude;casa;curso;mae;1;1;0;0;1;0;0;1;1;0;1;3;2;2;1;1;5;0;8;10;9
MS;F;17;U;LE3;T;1;2;casa;outro;curso;pai;1;1;0;0;0;0;0;1;1;1;0;5;5;1;1;1;3;0;7;10;10
MS;F;18;U;GT3;T;1;1;outro;outro;curso;mae;3;2;2;0;0;0;1;1;1;0;1;3;4;4;2;2;5;3;7;8;7
MS;F;18;U;GT3;T;2;2;servicos;casa;reputacao;pai;2;2;0;0;0;0;1;0;1;1;0;4;3;5;1;1;1;2;12;13;14
MS;F;17;U;GT3;T;3;3;servicos;servicos;curso;mae;2;1;0;0;1;0;0;1;1;1;0;4;4;3;1;1;4;0;11;12;13
MS;F;18;U;LE3;A;1;2;casa;outro;reputacao;mae;2;2;0;0;0;0;0;1;1;1;0;4;4;3;1;2;4;0;12;13;14
MS;F;18;U;GT3;T;4;4;professora;professora;reputacao;mae;2;2;0;0;0;0;1;0;1;1;0;4;3;5;1;2;1;0;18;18;18
MS;M;18;U;LE3;T;4;4;servicos;outro;reputacao;mae;1;1;0;0;1;0;1;1;1;1;0;5;4;5;1;1;5;3;17;17;17
MS;F;17;U;GT3;T;4;2;outro;outro;curso;mae;2;2;0;0;1;0;0;1;1;1;0;4;3;3;1;2;4;0;17;18;18
MS;F;18;R;GT3;T;2;2;casa;outro;curso;mae;3;2;1;0;0;0;1;1;1;0;1;4;3;3;1;1;4;0;9;0;0
MS;M;18;U;LE3;T;1;2;casa;servicos;casa;mae;2;1;0;0;1;0;0;0;1;0;0;4;1;4;5;5;1;8;10;11;11
MS;M;18;R;GT3;T;4;4;casa;servicos;outro;mae;3;1;0;0;1;1;1;1;1;1;1;2;5;5;1;1;1;5;12;13;14
MS;M;17;R;GT3;T;1;1;outro;servicos;outro;pai;3;1;0;0;0;0;0;0;0;0;0;4;2;3;3;4;4;4;12;13;14
MS;F;18;U;GT3;T;2;2;outro;outro;curso;mae;2;2;0;0;1;0;0;0;1;1;1;1;3;1;1;1;2;4;8;8;10
MS;F;18;U;LE3;T;2;2;servicos;servicos;curso;pai;2;3;0;0;0;0;0;1;1;1;1;5;4;5;1;4;3;0;11;12;13
MS;F;18;R;LE3;A;4;2;professora;outro;reputacao;mae;1;2;0;0;0;0;1;1;1;1;1;5;3;1;1;1;5;0;5;0;0
MS;F;18;U;GT3;T;1;1;casa;servicos;curso;mae;3;2;1;0;0;0;0;1;0;0;0;4;4;2;1;2;2;2;9;10;10
MS;F;19;U;GT3;T;1;1;casa;servicos;outro;pai;2;1;1;0;0;0;0;1;0;0;0;5;5;5;2;3;2;0;5;0;0
MS;F;17;U;GT3;T;4;2;professora;outro;curso;pai;2;4;0;0;0;0;0;1;1;1;1;4;2;3;3;1;5;0;18;18;18
MS;F;17;R;LE3;A;2;1;servicos;outro;reputacao;mae;2;2;0;0;0;0;1;1;1;1;1;5;3;3;1;2;2;5;11;11;12
MS;F;18;U;LE3;A;1;1;casa;servicos;curso;mae;1;2;0;0;0;0;0;1;1;0;1;5;2;3;1;2;3;2;8;10;11
MS;F;18;U;GT3;T;1;2;casa;casa;curso;pai;2;2;0;0;1;0;0;1;0;0;0;4;1;1;1;1;4;0;11;11;12
MS;F;19;R;GT3;A;1;1;casa;casa;curso;outro;2;2;3;0;1;0;1;1;0;0;1;3;5;4;1;4;1;0;8;0;0
MS;F;18;R;GT3;T;2;2;servicos;outro;casa;mae;2;3;0;0;0;0;0;1;1;1;1;4;2;1;1;1;4;5;14;14;15
MS;M;17;R;GT3;T;4;3;servicos;outro;casa;mae;2;2;1;0;1;1;1;0;1;1;1;4;5;5;1;3;2;4;10;11;11
MS;F;18;U;GT3;T;3;3;servicos;servicos;curso;pai;1;2;0;0;1;0;0;1;1;0;1;5;3;4;1;1;5;0;10;10;10
MS;F;17;R;GT3;T;4;4;professora;servicos;outro;pai;2;2;0;0;1;1;1;1;1;1;0;4;3;3;1;2;5;2;12;12;12
MS;F;17;U;LE3;A;3;2;servicos;outro;reputacao;mae;2;2;0;0;0;0;0;1;1;0;1;1;2;3;1;2;5;0;15;14;15
MS;M;18;U;LE3;T;1;1;outro;servicos;casa;pai;2;1;0;0;0;0;0;0;1;1;1;3;3;2;1;2;3;2;14;13;14
MS;F;18;U;LE3;T;1;1;casa;servicos;curso;pai;2;3;0;0;0;0;0;1;1;1;0;5;3;2;1;1;4;0;19;17;18
MS;F;18;R;LE3;A;1;2;casa;outro;curso;mae;3;2;0;0;0;0;0;1;1;0;1;4;3;4;1;4;5;0;16;15;15
MS;F;18;U;GT3;T;3;3;servicos;servicos;outro;mae;2;2;0;0;1;0;0;1;1;1;1;4;3;2;1;3;3;6;13;12;13
MS;F;17;U;LE3;T;4;4;casa;casa;curso;mae;1;2;0;0;1;0;1;1;1;1;1;2;3;4;1;1;1;4;15;14;15
MS;F;17;R;GT3;T;1;2;outro;servicos;curso;pai;2;2;0;0;0;0;0;0;1;0;0;3;2;2;1;2;3;0;13;13;13
MS;M;18;R;GT3;T;1;3;casa;outro;curso;mae;2;2;0;0;1;1;0;1;1;0;0;3;3;4;2;4;3;0;8;10;9
MS;M;18;U;LE3;T;4;4;professora;servicos;outro;mae;2;3;0;0;0;0;0;1;1;1;1;4;2;2;2;2;5;0;15;16;16
MS;F;17;R;GT3;T;1;1;outro;servicos;reputacao;mae;3;1;1;0;1;0;0;1;1;1;1;5;2;1;1;2;1;0;8;8;9
MS;F;18;U;GT3;T;2;3;casa;servicos;curso;pai;2;1;0;0;1;0;0;1;1;1;1;5;2;3;1;2;4;0;10;10;10
MS;F;18;R;GT3;T;4;4;outro;professora;outro;pai;3;2;0;0;1;0;0;0;1;1;1;3;2;2;4;2;5;0;7;5;0
MS;M;18;R;LE3;T;1;2;casa;servicos;outro;pai;3;1;0;0;1;0;1;1;0;1;1;4;3;3;2;3;3;3;9;10;10
MS;F;17;U;GT3;T;2;2;outro;casa;casa;mae;1;3;0;0;0;0;1;1;1;0;1;3;4;3;1;1;3;8;10;11;12
MS;F;17;R;GT3;T;1;2;outro;outro;curso;mae;1;1;0;0;0;0;1;1;1;1;0;3;5;5;1;3;1;4;7;8;9
MS;F;18;R;LE3;T;4;4;outro;outro;reputacao;mae;2;3;0;0;0;0;0;1;1;1;0;5;4;4;1;1;1;0;15;17;17
MS;F;18;R;GT3;T;1;1;outro;outro;casa;mae;4;3;0;0;0;0;0;1;1;1;0;4;3;2;1;2;4;4;10;11;12
MS;F;19;R;GT3;T;1;1;casa;outro;curso;outro;2;2;1;0;1;0;0;1;1;1;1;4;3;3;1;1;3;4;7;8;9
MS;F;18;R;LE3;T;4;4;professora;servicos;curso;mae;1;2;0;0;0;0;1;1;1;1;0;5;4;3;3;4;2;1;13;14;14
MS;F;18;U;GT3;T;3;3;outro;outro;casa;mae;1;2;0;0;0;0;0;1;1;1;1;4;1;3;1;2;1;1;16;16;16
MS;F;17;R;GT3;T;3;1;casa;outro;reputacao;mae;1;2;0;0;1;0;1;0;1;1;0;4;5;4;2;3;1;10;8;9;9
MS;M;18;U;GT3;T;4;4;professora;professora;casa;pai;1;2;0;0;0;0;1;0;1;1;0;3;2;4;1;4;2;4;17;18;19
MS;M;18;R;GT3;T;2;1;outro;outro;outro;mae;2;1;0;0;0;0;1;0;1;1;1;4;4;3;1;3;5;0;7;7;0
MS;M;17;U;GT3;T;2;3;outro;servicos;casa;pai;2;2;0;0;0;0;1;1;1;1;0;4;4;3;1;1;3;4;14;15;16
MS;M;19;R;GT3;T;1;1;outro;servicos;outro;mae;2;1;1;0;0;0;0;1;1;0;0;4;3;2;1;3;5;0;5;8;0
MS;M;18;R;GT3;T;4;2;outro;outro;casa;pai;2;1;1;0;0;1;0;1;1;0;0;5;4;3;4;3;3;0;7;7;0
MS;F;18;R;GT3;T;2;2;casa;outro;outro;mae;2;3;0;0;0;0;0;1;1;0;0;5;3;3;1;3;4;0;14;17;15
MS;F;17;U;GT3;T;4;3;professora;outro;outro;mae;2;2;0;0;0;0;0;1;1;1;0;5;5;4;1;1;1;0;6;9;11
MS;F;18;R;GT3;T;4;4;professora;casa;reputacao;mae;3;1;0;0;1;0;1;1;1;1;1;4;4;3;2;2;5;4;7;9;10
MS;F;19;R;GT3;T;2;3;servicos;outro;curso;mae;1;3;1;0;0;0;1;0;1;1;0;5;4;2;1;2;5;4;10;11;10
MS;F;18;U;LE3;T;3;1;professora;servicos;curso;mae;1;2;0;0;1;0;0;1;1;1;0;4;3;4;1;1;1;4;15;15;16
MS;F;18;U;GT3;T;1;1;outro;outro;curso;mae;2;2;0;0;0;0;1;1;1;0;0;1;1;1;1;1;5;6;11;12;9
MS;M;17;U;LE3;T;3;1;servicos;servicos;curso;mae;2;1;0;0;0;0;0;0;1;1;0;2;4;5;3;4;2;6;10;10;10
MS;M;18;R;LE3;T;3;2;servicos;outro;curso;mae;3;1;0;0;0;0;0;0;1;1;0;4;4;1;3;4;5;4;10;11;11
